"CD","PER","FOL","ENT","CON","V_SEL","N_HOG","H_MUD","N_REN","P1_1","P1_2","P1_3","P1_4","P1_5","P2_1","P2_2","P2_3","P2_4","P2_5","P3_1_1","P3_1_2","P3_1_3","P3_1_4","P3_1_5","P3_1_6","P3_1_7","P3_1_8","P3_1_8ES","P3_1_9","P3_2_1","P3_2_2","P3_2_3","P3_2_4","P3_2_5","P3_2_6","P3_2_7","P3_2_8","P3_2_8ES","P3_2_9","P3_3_1","P3_3_2","P3_3_3","P3_3_4","P3_3_5","P3_3_6","P3_3_7","P3_3_8","P3_3_8ES","P3_3_9","P3_4_1","P3_4_2","P3_4_3","P3_4_4","P3_4_5","P3_4_6","P3_4_7","P3_4_8","P3_4_8ES","P3_4_9","P3_5_1","P3_5_2","P3_5_3","P3_5_4","P3_5_5","P3_5_6","P3_5_7","P3_5_8","P3_5_8ES","P3_5_9","P4_1","P4_2","P4_3","P4_4","P4_5","P5_1","P5_2","P5_3","P5_4","P5_5","P6_1","P6_2","P6_3","P6_4","P6_5","P7","P8_1","P8_2","P8_3","P8_4","P8_5","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","FACTOR","EDAD","SEXO","NIVEL","ANIO"
"03","0916","12B143","19","40559","4","1","0","01",0,7,0,2,30,1,1,1,1,1,2,2,2,1,2,2,1,2,,2,2,2,2,1,1,2,1,2,,2,2,2,1,2,1,2,1,2,,2,2,1,2,2,1,2,1,2,,2,2,1,2,2,1,2,1,2,,2,400,400,400,150,60,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,17026,"37","1","07","6"
"03","0916","12B143","19","40559","3","1","0","01",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,2,2,14607,"90","2","02","6"
"03","0916","12B143","19","40559","2","1","0","01",0,0,0,0,3,2,2,1,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,2,2,2,,2,0,0,0,0,40,4,4,3,4,3,2,2,2,2,2,1,1,1,2,2,2,5,1,2,2,2,1,1,14607,"65","2","03","2"
"03","0916","12B143","19","40559","1","1","0","01",0,1,0,0,2,1,1,1,1,1,2,2,2,2,1,1,1,2,,2,2,2,1,2,1,1,1,2,,2,2,2,2,2,1,1,1,2,,2,2,1,2,2,1,1,2,2,,2,2,1,2,2,1,1,2,2,,2,300,300,300,300,100,3,3,3,3,3,1,1,9,1,2,1,9,2,2,2,2,3,1,1,2,2,2,1,17026,"43","1","07","6"
"03","0916","12A157","19","40596","4","1","0","05",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,500,99999,99999,99999,99999,3,4,3,4,3,2,2,2,2,2,1,2,2,2,2,2,5,2,0,0,0,0,0,22717,"22","2","02","6"
"03","0916","12A157","19","40596","3","1","0","01",0,2,0,1,5,1,1,2,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,2,,2,99999,2000,99999,1000,100,2,2,4,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17079,"30","1","03","3"
"03","0916","12A157","19","40596","1","1","0","01",0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,1,2,,2,200,200,150,100,80,2,1,3,2,1,2,2,2,2,2,1,1,1,1,1,2,5,1,1,2,1,2,2,24458,"20","1","03","3"
"03","0916","13A157","19","40600","1","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,1,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,1,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,0,0,0,0,80,4,3,4,4,3,1,1,1,2,1,1,1,1,1,2,1,5,1,1,1,1,1,1,16084,"61","2","06","3"
"03","0916","13A157","19","40600","4","1","0","02",2,5,2,2,10,1,1,1,1,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,1,2,,2,500,600,500,300,50,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,5,1,1,1,1,1,1,18601,"47","2","07","4"
"03","0916","13A157","19","40600","3","1","0","04",1,1,0,2,10,1,1,2,2,1,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,1,2,,2,300,800,0,0,50,2,2,4,3,1,1,1,1,2,1,1,2,2,2,2,1,3,1,1,1,1,1,1,23742,"20","2","07","1"
"03","0916","13A157","19","40600","2","1","0","02",0,0,0,0,3,1,1,1,2,1,1,2,1,2,2,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,,2,200,0,0,0,100,4,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,18601,"51","2","03","3"
"31","0916","13B144","20","40109","4","1","0","01",0,3,2,0,0,1,1,1,2,1,2,2,2,2,2,1,1,2,,2,2,2,1,2,2,2,1,2,,2,2,2,2,2,2,1,1,2,,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,2,1,1,2,,2,50,50,50,50,20,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,5,1,1,1,2,1,1,20236,"65","2","03","3"
"31","0916","13B144","20","40109","1","1","0","06",0,0,0,2,0,1,1,2,1,1,2,2,1,2,2,2,1,2,,2,2,2,1,1,1,1,2,2,,2,2,2,2,2,2,2,1,2,,2,2,2,1,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,300,200,200,100,70,3,3,4,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,21589,"23","1","07","2"
"31","0916","13B144","20","40109","2","1","0","02",0,0,0,0,1,2,2,1,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,0,0,0,0,50,4,3,3,3,4,2,2,2,2,2,1,2,2,2,2,1,2,2,0,0,0,0,0,22378,"40","2","02","6"
"31","0916","13A158","20","40133","1","1","0","02",0,0,0,0,0,2,1,1,2,2,2,2,2,1,2,2,2,1,"AUTO CON BOCINA",2,2,2,1,1,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,80,150,150,150,50,2,4,1,4,4,1,1,1,2,2,1,1,1,1,2,1,5,1,1,2,1,1,1,15776,"34","2","03","3"
"31","0916","13A158","20","40133","3","1","0","02",5,0,2,0,3,1,1,2,1,1,2,1,2,2,2,1,2,2,,2,2,1,2,2,2,1,2,2,,2,2,1,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,,2,2,1,2,2,2,1,2,2,,2,200,300,150,150,60,2,2,3,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,19525,"18","2","04","2"
"31","0916","13A158","20","40133","4","1","0","01",0,0,0,0,0,1,2,1,1,1,2,2,1,2,2,2,2,2,,2,2,2,2,1,2,1,2,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,1,"LLEGA AL LUGAR Y AHÍ SE ENTERA",2,1,2,2,2,2,2,2,2,,2,70,0,0,0,0,2,4,3,3,3,2,2,1,2,2,1,1,1,1,2,2,5,1,2,2,2,1,1,15297,"49","2","02","4"
"31","0916","11A158","20","40136","1","1","0","01",0,1,0,0,0,1,1,1,2,1,1,2,1,2,2,2,2,2,,2,2,1,2,1,2,1,2,2,,2,1,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,,2,0,200,0,0,0,4,3,4,4,4,2,2,2,2,2,1,2,2,2,2,1,5,2,0,0,0,0,0,56956,"33","1","02","6"
"31","0916","11B144","20","40143","4","1","0","01",0,0,0,0,0,2,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,1,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,2,2,2,,2,0,0,0,0,50,4,4,4,4,3,2,2,2,2,2,1,2,2,2,2,1,5,2,0,0,0,0,0,16321,"43","1","02","6"
"31","0916","11B144","20","40143","1","1","0","03",0,0,0,0,3,1,1,2,2,1,2,1,1,2,2,2,1,2,,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,2,2,1,2,,2,2,1,2,2,2,2,2,2,,2,2,1,2,2,2,2,1,2,,2,99999,200,99999,100,60,3,2,2,3,2,2,1,2,2,2,1,2,2,2,2,1,1,2,0,0,0,0,0,22409,"22","1","03","3"
"31","0916","11B144","20","40143","3","1","0","02",0,0,0,1,0,1,1,1,1,1,2,1,2,2,2,1,2,2,,2,2,1,2,2,2,1,2,2,,2,2,2,1,2,2,2,2,2,,2,1,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,2,,2,200,200,200,0,0,3,3,1,4,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,15485,"44","2","03","3"
"31","0916","12A156","20","40225","2","1","0","01",0,1,0,0,5,1,1,2,1,1,2,2,1,2,2,1,2,2,,2,2,2,1,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,1,2,2,,2,2,2,2,2,1,2,2,1,"CARTELERA EN EL CINE",2,300,200,0,60,45,2,1,4,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,14451,"33","1","03","3"
"31","0916","12A156","20","40225","3","1","0","02",0,0,0,0,0,1,1,1,2,1,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,1,2,1,2,,2,100,200,200,0,100,3,2,3,4,2,2,2,2,2,2,1,1,1,1,1,2,5,1,2,2,2,1,1,19222,"23","2","03","3"
"31","0916","12A156","20","40225","4","1","0","01",0,0,0,0,0,1,2,1,1,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,1,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,5,2,0,0,0,0,0,14301,"35","2","03","3"
"31","0916","12A156","20","40225","1","1","0","02",0,0,0,0,1,1,2,1,2,1,2,2,1,2,1,1,2,2,,2,2,2,1,1,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,1,2,2,1,2,2,,2,2,2,2,2,1,2,2,2,,2,100,100,200,100,40,2,4,3,2,2,2,2,2,2,2,1,2,2,2,2,1,5,2,0,0,0,0,0,14301,"40","2","07","5"
"31","0916","11B142","20","40261","4","1","0","02",0,0,0,0,0,1,1,2,1,1,2,2,2,2,1,1,2,2,,2,1,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,1,1,2,2,,2,0,0,0,0,0,3,3,2,3,3,1,1,1,2,2,1,2,2,2,2,2,5,1,1,2,1,1,1,12418,"77","2","02","1"
"31","0916","11B142","20","40261","3","1","0","02",0,0,0,0,0,1,1,2,2,2,2,2,1,2,2,2,2,2,,2,1,2,2,2,2,1,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,2,3,3,3,1,2,2,2,2,1,2,2,2,2,2,5,1,2,2,1,1,1,13733,"38","2","02","6"
"31","0916","11B142","20","40261","1","1","0","02",3,2,2,3,6,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,1,2,,2,1,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,1,2,,2,50,50,50,0,25,1,2,3,2,1,2,2,2,2,1,1,2,1,1,2,2,5,1,1,1,2,1,1,12531,"64","1","07","5"
"31","0916","11B142","20","40261","2","1","1","01",0,0,0,0,0,1,1,1,2,1,1,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,,2,0,0,0,0,0,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,5,1,2,1,2,2,1,12418,"67","2","02","4"
"31","0916","12B142","20","40262","2","1","0","01",0,2,0,0,6,1,1,1,2,1,2,1,1,2,2,1,2,2,,2,2,1,1,1,1,2,2,2,,2,2,1,2,1,2,1,2,2,,2,2,2,2,2,2,1,2,2,,2,2,2,1,2,1,1,2,2,,2,150,250,250,150,60,3,1,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,14155,"55","1","02","6"
"31","0916","12B142","20","40262","3","1","0","02",2,2,0,4,0,1,1,1,1,1,1,1,1,2,2,2,1,2,,2,2,1,1,1,2,2,1,2,,2,1,1,2,2,2,2,1,2,,2,1,2,1,2,2,2,2,2,,2,2,1,2,2,2,2,1,2,,2,300,500,300,200,50,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,14126,"58","2","06","3"
"31","0916","12B142","20","40262","1","1","0","02",0,0,1,0,0,1,1,1,2,1,1,2,1,2,2,2,2,2,,2,2,2,1,1,1,1,2,2,,2,1,2,2,2,2,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,1,1,2,2,,2,0,100,0,0,50,4,4,3,4,4,2,2,2,2,2,1,2,2,2,2,2,5,2,0,0,0,0,0,15513,"43","2","02","4"
"31","0916","12B142","20","40262","4","1","0","01",0,0,0,0,0,2,1,1,1,1,2,2,2,2,2,2,2,2,,1,2,2,1,1,2,2,2,2,,2,2,2,2,2,2,1,2,2,,2,2,1,2,2,2,2,2,2,,2,2,1,1,2,2,2,2,2,,2,100,100,100,100,50,4,3,4,3,3,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,15676,"30","1","02","6"
"31","0916","12B151","20","40265","2","1","0","01",0,0,0,0,0,1,1,1,1,1,2,2,1,2,2,1,2,2,,2,2,2,1,2,2,2,2,1,"LLEGA AL LUGAR Y SE QUEDA A ESCUCHAR",2,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,,2,2,1,2,2,2,1,2,2,,2,500,300,250,200,50,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,5,1,1,1,2,1,1,10661,"63","1","03","3"
"31","0916","12B151","20","40265","4","1","0","02",0,2,2,0,4,1,1,1,2,1,2,2,1,2,2,1,2,2,,2,2,2,1,2,1,1,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,1,1,2,,2,200,200,100,100,50,2,2,3,3,2,1,1,1,2,1,1,1,1,1,1,1,5,1,1,2,1,1,1,15704,"19","2","07","2"
"31","0916","12B151","20","40265","3","1","0","01",0,0,0,0,0,1,1,1,2,1,2,2,1,2,1,1,2,2,,2,2,2,1,1,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,0,0,0,0,0,4,4,4,4,4,2,2,2,9,2,1,2,2,1,1,1,5,1,2,2,1,1,1,11807,"33","1","04","1"
"31","0916","12B151","20","40265","1","1","0","02",0,0,0,0,12,1,2,2,2,1,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,1,2,,2,100,100,50,50,60,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2,2,0,0,0,0,0,23614,"28","1","04","1"
"31","0916","12B145","20","40269","4","1","0","05",0,0,0,0,0,2,1,2,2,1,2,2,1,2,2,2,2,2,,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,50,50,200,200,100,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,0,0,0,0,0,106807,"19","2","03","3"
"31","0916","12B145","20","40269","2","1","0","01",0,0,0,0,0,2,1,1,1,2,2,2,2,2,1,1,2,2,,2,2,2,1,2,1,1,2,2,,2,2,2,1,2,1,1,2,2,,2,2,2,1,2,1,1,2,2,,2,2,2,2,1,2,1,2,2,,2,0,1000,250,150,100,4,1,1,2,1,2,2,1,2,1,1,2,2,2,2,1,5,1,2,1,1,1,1,31408,"42","1","04","2"
"31","0916","12B145","20","40269","3","1","0","03",0,0,0,0,0,2,2,2,1,1,2,2,2,1,1,1,2,2,,2,2,2,2,1,2,1,2,2,,2,2,1,2,1,1,1,1,2,,2,2,1,2,1,1,1,1,2,,2,2,2,2,2,1,2,1,2,,2,150,150,250,150,100,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,5,1,1,2,2,1,1,53937,"25","2","03","3"
"31","0916","11A156","20","40288","3","1","0","01",0,4,2,1,18,1,1,1,1,1,2,2,2,2,2,2,1,2,,2,2,1,2,2,2,2,1,2,,2,2,1,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,2,1,2,,2,800,800,1200,200,100,3,3,1,1,1,2,1,2,2,2,1,9,2,9,1,1,2,1,1,1,1,1,1,14892,"43","1","07","5"
"31","0916","11A156","20","40288","2","1","0","02",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,3,4,4,2,2,2,2,2,1,2,2,2,2,2,4,1,2,2,2,2,1,15269,"66","1","02","3"
"31","0916","11A156","20","40288","1","1","0","01",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,1,2,,2,2,2,2,2,1,1,2,2,,2,1,2,2,2,1,2,2,2,,2,1,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,2,2,,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,2,2,14892,"43","1","02","5"
"31","0916","11A156","20","40288","4","1","0","02",0,0,1,1,0,1,1,1,1,1,2,2,2,1,2,1,2,2,,2,2,2,1,1,2,1,2,2,,2,1,2,2,1,2,2,2,2,,2,2,2,1,1,2,2,2,2,,2,2,2,2,2,2,1,2,2,,2,300,300,300,100,100,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,5,1,1,1,1,1,1,14129,"40","2","07","5"
"31","0916","11B143","20","40391","1","1","1","01",0,0,0,0,0,2,2,2,2,1,2,1,2,2,1,2,2,2,,2,2,1,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,,2,2,1,1,2,1,2,1,2,,2,0,500,500,70,200,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,5,2,0,0,0,0,0,24325,"20","1","04","3"
"31","0916","11B143","20","40391","2","1","0","01",0,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,,2,2,1,1,1,2,1,2,2,,2,1,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,,2,0,0,100,0,0,4,4,2,4,3,2,2,2,2,2,1,2,2,2,2,2,5,2,0,0,0,0,0,15306,"55","2","03","3"
"31","0916","11B143","20","40391","3","1","0","02",0,0,0,0,5,1,1,1,1,1,2,2,1,2,1,1,2,2,,2,2,2,1,2,1,1,1,2,,2,2,2,1,2,1,1,1,2,,2,2,1,1,2,1,1,1,2,,2,2,2,1,2,1,1,1,2,,2,10,0,50,0,35,4,4,4,4,3,2,2,2,2,2,1,1,1,1,2,1,3,1,1,1,1,1,1,17717,"36","1","07","5"
"31","0916","11B143","20","40391","4","1","1","02",0,0,0,0,0,1,1,1,1,1,2,2,1,2,1,2,1,2,,2,2,1,1,1,2,2,1,2,,2,2,2,1,2,1,2,2,2,,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,1,2,1,2,,2,99999,100,200,100,50,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,5,2,0,0,0,0,0,18255,"29","2","07","5"
"31","0916","11A157","20","40419","3","1","0","01",0,0,0,0,0,2,1,2,2,1,2,2,2,2,1,1,2,2,,2,2,2,1,1,2,1,2,2,,2,2,2,1,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,99999,200,100,99999,50,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,1,5,2,0,0,0,0,0,14137,"30","2","02","6"
"31","0916","11A157","20","40419","2","1","0","01",0,0,0,0,0,1,1,1,2,1,2,1,1,2,1,1,2,2,,2,2,1,2,1,1,1,2,2,,2,2,2,1,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,2,2,2,,2,200,200,0,0,60,4,3,4,4,4,2,2,2,2,2,1,2,2,2,2,1,5,1,2,2,2,1,1,13720,"42","1","02","2"
"31","0916","11A157","20","40419","4","1","0","02",0,0,0,0,0,1,1,1,1,2,1,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,2,1,"LLEGA AL EVENTO POR CASUALIDAD",2,2,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,1,"SE ENTERA CUANDO PASA POR EL LUGAR",2,2,2,1,2,2,2,2,2,,2,100,0,0,0,0,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,5,2,0,0,0,0,0,13708,"45","2","02","1"
"31","0916","11A157","20","40419","1","1","0","01",0,2,0,3,2,1,1,1,1,1,1,1,1,2,2,2,1,2,,2,2,2,1,1,2,2,1,2,,2,1,1,2,2,2,2,1,2,,2,1,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,1,2,,2,300,200,300,200,60,1,2,2,2,3,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,14533,"49","1","07","5"
"04","0916","13A158","21","40192","1","1","0","03",0,1,0,0,2,1,1,2,2,1,2,2,2,1,1,1,2,2,,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,1,2,,2,1,2,2,1,1,1,1,2,,2,200,400,0,100,50,2,1,3,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,29899,"18","2","04","3"
"04","0916","13A158","21","40192","2","1","0","01",0,3,0,0,0,2,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,1,2,2,,2,0,300,0,0,40,4,2,4,4,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,29972,"28","1","03","3"
"04","0916","13A158","21","40192","4","1","0","02",0,0,1,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,1,2,2,,2,0,0,0,0,50,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,1,2,2,1,2,16105,"30","2","02","6"
"04","0916","13A158","21","40192","3","1","0","02",0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,1,2,2,,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,31233,"50","2","03","3"
"04","0916","12A158","21","40194","4","1","0","01",0,1,0,0,6,1,1,1,1,1,1,2,2,1,2,2,1,2,,2,1,1,2,1,2,2,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,1,1,2,1,1,2,2,2,,2,300,500,200,200,70,2,1,3,3,2,1,1,1,9,1,1,1,2,2,2,1,1,1,1,1,1,1,1,34295,"19","2","04","3"
"04","0916","12A158","21","40194","1","1","0","02",0,0,2,0,15,1,1,1,1,1,1,2,2,1,1,2,1,2,,2,1,2,1,1,2,2,1,2,,2,1,2,1,2,2,2,1,2,,2,1,2,2,1,2,2,1,2,,2,1,1,2,2,1,2,1,2,,2,350,400,300,200,70,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,17010,"39","2","07","5"
"04","0916","12B144","21","40195","3","1","0","02",0,1,0,0,1,1,1,2,2,1,2,2,2,2,1,2,1,2,,2,1,2,2,2,1,2,1,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,,2,1,2,2,1,1,1,2,2,,2,300,400,0,100,50,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,21954,"19","1","04","1"
"04","0916","12B144","21","40195","2","1","0","01",0,0,0,0,12,1,1,1,2,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,2,2,2,,2,150,150,300,0,50,3,4,3,3,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,21954,"24","1","07","2"
"04","0916","12B144","21","40195","1","1","0","04",0,0,0,0,0,1,2,2,2,1,2,2,2,2,1,2,2,2,,2,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,1,1,1,2,2,,2,0,0,0,0,40,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,5,1,1,2,2,1,2,27437,"72","2","02","6"
"04","0916","12B144","21","40195","4","1","0","03",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,9,9,9,9,9,2,2,0,0,0,0,0,23963,"47","2","07","4"
"04","0916","13B144","21","40203","4","1","0","02",0,0,0,0,0,1,1,1,1,1,2,1,2,2,1,2,2,2,,2,2,2,2,1,1,2,2,2,,2,1,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,,1,2,2,1,1,1,2,2,2,,2,150,200,0,100,50,2,2,3,3,3,2,2,9,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,12538,"36","2","07","5"
