cd,periodo,folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,p1_1,p1_2,p1_3,p1_4,p1_5,p2_1,p2_2,p2_3,p2_4,p2_5,p3_1_1,p3_1_2,p3_1_3,p3_1_4,p3_1_5,p3_1_6,p3_1_7,p3_1_8,p3_1_8a,p3_1_9,p3_2_1,p3_2_2,p3_2_3,p3_2_4,p3_2_5,p3_2_6,p3_2_7,p3_2_8,p3_2_8a,p3_2_9,p3_3_1,p3_3_2,p3_3_3,p3_3_4,p3_3_5,p3_3_6,p3_3_7,p3_3_8,p3_3_8a,p3_3_9,p3_4_1,p3_4_2,p3_4_3,p3_4_4,p3_4_5,p3_4_6,p3_4_7,p3_4_8,p3_4_8a,p3_4_9,p3_5_1,p3_5_2,p3_5_3,p3_5_4,p3_5_5,p3_5_6,p3_5_7,p3_5_8,p3_5_8a,p3_5_9,p4_1,p4_2,p4_3,p4_4,p4_5,p5_1,p5_2,p5_3,p5_4,p5_5,p6_1,p6_2,p6_3,p6_4,p6_5,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p9m,p9m_a,p10,p11_1,p11_2,p11_3,p11_4,p11_5,factor,edad,sexo,nivel,anio
14,0517,11B156,01,40015,2,1,0,02,0,0,0,0,0,2,1,1,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,1,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,1,2,2,2,2,2,2,2, ,2,0,0,0,0,40,4,3,4,4,3,1,1,1,2,2,1,2,2,2,2,2,4, ,1,2,2,2,1,1,13007,44,2,03,3
14,0517,11B156,01,40015,4,1,0,01,0,0,0,0,0,1,1,2,1,1,2,2,1,2,2,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,1,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,0,100,0,50,50,4,3,4,3,3,1,1,1,1,2,1,1,1,1,1,1,2, ,1,2,2,1,1,1,7296,42,1,03,3
14,0517,11B156,01,40015,3,1,0,01,0,2,0,0,3,1,1,1,1,1,2,2,2,1,2,1,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,1,2,2, ,2,1,1,2,2,2,2,1,2, ,2,100,200,50,100,60,3,2,3,3,1,1,1,1,2,2,1,1,1,1,1,1,2, ,1,1,1,1,1,1,15901,51,1,03,3
14,0517,11B156,01,40015,1,1,0,01,0,1,0,0,2,1,1,2,1,1,2,2,1,2,2,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,1,2,2,2,2,2, ,2,1,2,1,2,2,2,2,2, ,2,50,50,0,50,60,3,2,4,3,3,2,2,2,1,2,1,2,2,2,2,2,2, ,1,1,1,2,1,1,14591,44,1,03,3
14,0517,12B156,01,40018,1,1,0,02,1,0,0,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2, ,2,1,2,2,1,2,1,2,2, ,2,1,2,2,2,1,2,2,2, ,2,1,2,2,2,1,1,2,2, ,2,1,2,2,2,2,2,2,2, ,2,200,100,100,100,50,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,4, ,1,1,1,1,1,1,34339,65,2,04,3
14,0517,12B156,01,40018,4,1,0,02,0,1,1,0,1,1,1,1,2,1,2,2,2,2,1,2,2,2, ,2,1,2,2,1,1,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,1,1,2,2,1,1,2,2, ,2,100,50,50,0,40,3,3,3,4,3,2,2,2,2,2,1,2,2,2,2,2,4, ,1,1,1,1,1,1,11505,51,2,02,6
14,0517,12B156,01,40018,2,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,1,2,2,2,2,2,2, ,2,30,0,0,50,30,3,3,4,3,3,1,1,2,2,2,1,1,2,2,2,2,2, ,1,2,2,2,1,1,15935,67,1,02,2
14,0517,12B156,01,40018,3,1,0,02,0,0,0,0,10,1,1,1,1,1,1,2,2,2,1,2,2,2, ,2,2,2,1,2,2,2,1,2, ,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,2,2,1,2, ,2,1,2,2,2,2,1,1,2, ,2,500,300,100,500,100,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,15100,26,2,04,3
14,0517,13A161,01,40020,1,1,0,02,0,2,0,0,6,1,1,1,1,1,2,2,1,1,2,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,1,2,2,2,1,2, ,2,400,1200,200,100,60,2,3,3,1,1,1,1,1,2,2,1,1,1,2,2,1,2, ,1,1,1,1,1,1,12349,49,2,07,5
14,0517,13A161,01,40020,4,1,0,02,1,1,0,0,3,1,1,1,1,1,2,2,2,2,2,1,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,1,2,2,2,1,2, ,2,1,2,1,2,2,1,1,2, ,2,1,1,2,2,2,2,1,2, ,2,300,150,100,300,150,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,14179,36,2,07,5
14,0517,13A161,01,40020,3,1,0,02,0,0,0,0,0,2,1,1,2,1,2,2,2,2,2,1,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,1,2,1,2,2,2, ,2,40,100,0,0,60,3,3,3,4,3,2,2,2,2,2,1,2,2,1,2,1,2, ,1,2,2,2,2,1,17333,45,1,03,3
14,0517,13A161,01,40020,2,1,0,01,3,1,2,1,3,1,1,1,1,1,2,2,2,2,1,1,2,2, ,2,1,2,2,1,2,1,2,2, ,2,2,1,1,2,2,1,2,2, ,2,1,2,1,2,2,2,2,2, ,2,1,1,2,2,1,2,2,2, ,2,300,1500,200,200,60,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1, ,1,1,1,1,1,1,5948,64,2,02,6
14,0517,11A152,01,40149,4,1,0,02,0,2,1,0,3,1,1,1,1,1,2,2,1,2,2,1,2,2, ,2,1,2,2,1,1,1,2,2, ,2,2,2,1,2,2,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,1,1,2,2, ,2,150,200,50,100,60,3,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2, ,1,1,1,1,1,1,32726,47,2,02,6
14,0517,11A152,01,40149,3,1,0,02,0,1,0,0,2,1,1,1,1,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,2,2,1,2, ,2,100,100,100,50,60,3,3,3,3,2,1,1,1,2,2,1,1,1,1,1,1,2, ,1,1,1,1,1,1,22620,20,2,03,3
14,0517,11A152,01,40149,2,1,0,02,0,0,0,0,0,2,1,2,1,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,1,2,2, ,2,0,0,0,0,40,4,4,4,4,3,1,1,1,1,2,1,1,1,1,1,2,4, ,1,2,2,2,1,1,21817,45,2,02,6
14,0517,11A152,01,40149,1,1,0,02,2,4,2,1,9,1,1,1,1,1,1,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,1,2,2,1,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2,150,500,300,200,60,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,6261,35,2,07,5
14,0517,12A152,01,40152,3,1,0,01,0,0,1,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,1,2,2,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,1,2,2,2,2,2,2,2, ,2,0,0,50,0,40,3,3,2,4,3,1,1,1,2,1,1,1,1,1,1,1,4, ,1,1,1,1,1,1,11596,57,2,02,6
14,0517,12A152,01,40152,4,1,1,02,0,3,0,0,5,1,1,1,1,1,2,2,2,2,1,1,2,2, ,2,1,2,2,1,1,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,1,1,2,2,2,2,2, ,2,1,2,2,2,1,1,2,2, ,2,100,150,50,50,60,3,2,3,3,1,1,1,2,2,2,1,1,1,2,2,1,2, ,1,2,2,2,1,1,24073,47,2,03,3
14,0517,12A152,01,40152,1,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,1,1,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,1,2, ,2,2,2,1,2,2,1,2,2, ,2,1,1,2,2,2,2,2,2, ,2,400,120,0,200,60,3,3,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2, ,1,1,2,2,1,1,33787,50,1,02,6
14,0517,12A152,01,40152,2,1,0,06,0,3,0,2,6,1,1,1,1,1,2,2,1,2,2,1,1,2, ,2,1,2,2,1,2,1,1,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,1,2,2,1,1,2, ,2,1,2,2,2,2,2,1,2, ,2,100,200,200,200,60,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,53294,20,1,04,3
14,0517,13A155,01,40156,3,1,0,01,0,1,0,0,3,1,1,1,1,1,2,2,1,1,2,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,1,2,2,1,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,1,2,2,1,2,2,2, ,2,100,150,50,50,60,3,2,3,3,1,1,1,2,2,2,1,2,2,2,2,1,2, ,1,2,2,1,1,1,18863,31,1,07,5
14,0517,13A155,01,40156,4,1,0,01,0,2,0,0,6,1,1,2,2,1,2,2,1,2,2,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,1,2,2,1,2,2,2, ,2,100,120,0,0,60,3,2,4,4,1,1,1,2,2,2,1,2,2,2,2,1,2, ,1,2,2,1,1,1,24568,41,1,03,3
14,0517,13A155,01,40156,1,1,0,01,2,3,1,2,5,1,1,1,1,1,2,2,1,2,1,2,1,2, ,2,1,2,2,1,2,2,1,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,1,2,2,2,1,2, ,2,2,1,2,2,1,2,1,2, ,2,400,700,200,200,100,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,21901,42,2,07,5
14,0517,12B157,01,40179,4,1,0,01,0,2,0,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,1,1,2,2,1,2,2,2, ,2,200,200,50,50,60,3,2,3,3,2,1,1,2,2,2,1,2,2,2,2,1,4, ,1,1,1,1,1,1,14588,42,1,03,3
14,0517,12B157,01,40179,1,1,0,01,0,1,0,1,3,1,1,1,1,1,2,2,1,2,2,1,2,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,1,2,2,1,1,2, ,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,1,2,1,2, ,2,200,1000,200,100,60,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,14588,35,1,04,3
14,0517,12B157,01,40179,2,1,0,04,0,3,0,0,5,1,1,1,1,1,2,2,2,2,2,1,2,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,1,2,2,2,1,2,1,2, ,2,50,100,50,50,45,3,2,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1, ,1,2,1,2,1,1,33603,25,1,03,2
14,0517,12B157,01,40179,3,1,0,02,0,0,0,0,2,1,1,1,1,1,2,2,2,2,2,1,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,1,2,2,1,2,2, ,2,1,2,2,2,2,2,2,2, ,2,150,400,100,50,45,2,2,3,3,2,1,1,1,1,1,1,2,1,2,2,1,4, ,1,1,1,1,1,1,32511,37,2,02,6
14,0517,12A153,01,40277,3,1,0,02,2,3,1,1,5,1,1,1,1,1,2,2,1,2,1,2,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,1,2,1,1,2,2, ,2,2,2,1,2,1,1,1,2, ,2,2,1,2,2,1,2,1,2, ,2,250,500,200,100,60,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,22119,46,2,04,3
14,0517,12A153,01,40277,2,1,0,01,1,0,2,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,1,2,2,2,2,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,1,2,2, ,2,1,2,2,2,2,2,2,2, ,2,150,100,50,50,30,2,3,2,2,3,1,2,2,2,1,1,2,2,2,2,2,2, ,1,1,1,1,1,1,6601,79,2,06,3
14,0517,12A153,01,40277,1,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,1,2,2,1,2,2,2,2, ,2,1,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,1,2,2,1,2,2,2, ,2,0,50,0,0,45,4,3,4,4,3,1,1,2,2,2,1,2,2,2,2,2,3, ,1,2,2,1,1,1,14244,43,1,04,2
14,0517,13B158,01,40306,3,1,0,02,1,2,1,5,2,1,1,1,1,1,2,2,2,2,1,1,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,1,2,1,2,1,2, ,2,2,2,1,2,2,2,1,2, ,2,1,2,2,2,1,2,1,2, ,2,150,200,100,400,100,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,15290,20,2,07,2
14,0517,13B158,01,40306,4,1,0,03,0,0,0,0,10,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,1,1,2, ,2,2,1,2,2,2,2,1,2, ,2,0,200,0,100,100,4,3,4,3,1,1,1,2,2,2,1,2,2,2,2,1,2, ,1,2,2,2,2,1,41014,30,1,03,2
14,0517,13B158,01,40306,2,1,0,01,2,3,0,2,3,1,1,1,1,1,2,2,2,2,1,1,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,1,2,1,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,1,2,2,2,1,1,2,2, ,2,100,100,50,100,60,3,2,3,3,2,1,1,1,2,2,1,1,1,1,2,1,2, ,1,1,1,1,1,1,14244,44,1,03,3
14,0517,13B158,01,40306,1,1,0,02,0,1,0,0,1,1,1,1,1,1,2,2,2,2,1,1,2,2, ,2,1,2,2,1,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,1,2,2,1,2,2, ,2,1,1,2,2,2,2,1,2, ,2,100,150,50,50,35,3,2,3,3,2,1,1,1,2,2,1,2,2,2,2,1,2, ,1,1,1,1,1,1,11060,47,2,02,6
14,0517,12B158,01,40308,2,1,0,02,2,1,0,0,5,1,1,1,1,1,1,2,1,2,2,2,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,1,2,2,2,1,2, ,2,2,1,2,2,1,1,1,2, ,2,2,1,2,2,2,2,1,2, ,2,300,400,200,200,100,2,2,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1, ,1,1,1,1,1,1,15073,36,1,07,5
14,0517,12B158,01,40308,3,1,0,01,0,0,0,0,0,1,1,1,2,1,2,2,2,2,1,1,2,2, ,2,1,2,2,2,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,1,2,2,2,2,2,2,2, ,2,100,0,50,0,0,3,4,3,4,4,2,2,2,2,2,1,2,2,2,2,2,2, ,1,2,2,1,1,1,6986,81,2,02,3
14,0517,12B158,01,40308,1,1,0,03,1,3,1,2,8,1,1,1,1,1,2,2,1,2,2,1,2,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,1,2,1,2,2,2, ,2,2,2,1,2,2,1,1,2, ,2,1,2,2,2,1,2,1,2, ,2,300,500,200,300,100,2,2,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1, ,1,1,1,1,1,1,43399,25,1,07,5
14,0517,12B158,01,40308,4,1,0,01,0,0,0,0,9,1,1,1,1,1,1,2,2,1,2,2,2,2, ,2,2,2,2,1,1,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,1,2,2,1,2,1,2, ,2,100,100,100,100,50,3,3,2,3,1,1,2,2,2,2,1,2,2,2,2,1,2, ,1,1,1,1,1,1,27516,59,1,04,2
14,0517,12A154,01,40411,1,1,0,01,1,2,1,3,6,1,1,1,1,1,1,2,2,2,1,2,1,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,1,1,2,2, ,2,1,1,2,2,2,2,2,2, ,2,50,100,0,100,60,3,2,3,2,2,1,1,1,1,1,1,2,1,2,2,1,2, ,1,1,1,1,1,1,26523,59,1,07,5
14,0517,12A154,01,40411,2,1,0,02,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,1,2,2, ,2,1,2,2,1,2,1,2,2, ,2,2,2,2,2,2,1,2,2, ,2,2,2,1,2,2,1,2,2, ,2,1,1,2,2,1,2,2,2, ,2,100,50,50,50,28,3,3,2,3,2,1,1,2,2,2,1,1,1,1,1,1,2, ,1,1,1,1,1,1,10867,58,2,02,6
14,0517,12A154,01,40411,4,1,0,01,0,2,0,0,6,1,1,1,1,1,2,2,2,2,2,1,2,2, ,2,2,2,2,1,2,2,1,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,1,1,2,2, ,2,2,1,2,2,1,2,1,2, ,2,0,100,0,0,60,4,2,4,4,2,1,1,2,2,2,1,2,2,2,2,1,2, ,1,2,2,1,1,1,16733,29,1,07,1
14,0517,12A154,01,40411,3,1,0,02,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,1,1,2, ,2,2,2,2,1,1,1,1,2, ,2,1,2,1,2,2,2,1,2, ,2,2,1,1,2,2,2,1,2, ,2,1,1,2,2,1,2,1,2, ,2,250,100,100,200,100,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,22562,50,2,03,3
14,0517,13A154,01,40413,3,1,0,02,0,0,0,0,6,1,1,1,1,1,2,2,2,2,1,1,1,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,1,2,2,1,1,2, ,2,2,2,2,2,1,1,1,2, ,2,1,1,2,2,1,2,1,2, ,2,300,500,200,200,100,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3, ,1,1,1,1,1,1,18870,40,2,07,5
14,0517,13A154,01,40413,4,1,0,01,0,0,0,0,2,1,1,2,2,1,2,2,2,2,1,2,2,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,1,2,2,1,2,2,2, ,2,150,150,0,0,60,3,3,4,4,2,1,1,1,2,2,1,1,1,2,1,1,2, ,1,2,2,2,1,1,14112,40,1,07,5
14,0517,13A154,01,40413,2,1,0,03,0,0,0,1,4,1,1,1,1,1,2,2,1,1,1,2,1,2, ,2,2,2,2,1,1,1,1,2, ,2,2,2,2,1,2,1,1,2, ,2,2,2,1,2,2,2,1,2, ,2,2,1,2,2,1,2,1,2, ,2,500,500,100,200,70,3,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,2, ,1,1,1,1,1,1,29108,24,1,04,3
14,0517,13A154,01,40413,1,1,0,02,2,0,1,0,4,1,1,1,1,1,2,2,1,2,2,2,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,1,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2, ,2,1,1,2,2,1,2,2,2, ,2,50,100,100,100,60,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2, ,1,1,1,1,1,1,12580,44,2,06,3
21,0517,11B156,02,40015,4,1,0,03,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,1,2,2,9,9,2,5,EN CRISTIANO Y NO LE GUSTA ASISTIR A ESOS EVENTIOS,1,2,2,2,1,1,20185,45,1,02,6
21,0517,11B156,02,40015,2,1,0,01,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,1,2,2,2,2,2,2,2, ,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,0,0,0,0,0,5,QUE FUERAN GRATUITOS.,2,0,0,0,0,0,11008,43,2,02,1
21,0517,12B156,02,40019,1,1,0,02,0,0,0,0,12,1,1,1,1,1,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,100,150,150,100,50,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2, ,1,1,1,2,1,1,13005,36,2,07,5
21,0517,12B156,02,40019,3,1,0,01,1,1,0,0,12,1,1,1,1,1,2,2,2,1,2,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,2,2,2,1,2,1,2,2, ,2,600,500,250,200,100,2,2,2,2,2,2,2,2,1,2,1,9,2,9,2,1,1, ,1,1,1,1,1,1,6502,39,2,07,3
21,0517,12B156,02,40019,4,1,0,01,0,0,0,0,10,2,2,2,2,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,2,2,2,2, ,2,500,300,350,350,100,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3, ,1,1,1,1,1,1,6502,38,2,04,3
21,0517,11A161,02,40020,3,1,0,02,1,0,0,0,8,1,1,1,1,1,2,2,2,2,2,2,2,1,POR SUS HIJOS,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,100,200,100,50,100,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,4, ,1,2,2,2,1,1,12548,30,2,04,3
21,0517,11A161,02,40020,1,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,0,0,0,0,0,3,3,4,3,3,2,2,2,2,2,1,2,2,2,2,2,4, ,2,0,0,0,0,0,6620,70,1,02,1
21,0517,11A161,02,40020,2,1,0,02,0,0,0,0,6,1,2,2,1,1,2,2,1,2,2,2,1,2, ,2,2,2,2,1,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,100,300,100,100,50,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,3, ,2,0,0,0,0,0,16465,36,2,03,3
21,0517,13A161,02,40056,2,1,0,02,0,0,0,0,6,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,300,500,300,200,50,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2, ,1,1,1,1,1,1,13701,32,2,07,3
21,0517,13A161,02,40056,4,1,0,01,0,10,0,5,40,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,200,300,200,0,35,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2, ,1,1,1,2,1,1,10439,54,2,09,2
21,0517,13A161,02,40056,3,1,0,01,0,0,0,0,48,1,1,1,1,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,1,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,300,800,200,200,100,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,3, ,1,1,1,1,1,1,7742,25,1,07,5
21,0517,12A152,02,40152,1,1,0,03,0,0,0,0,1,2,1,2,2,1,2,2,2,2,1,2,2,2, ,2,2,2,2,2,1,2,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,2,2, ,1,2,2,2,1,1,2,2,2, ,2,0,100,0,0,50,4,3,4,4,2,2,2,2,2,2,1,2,2,2,2,2,5,QUE SEA DE SU GUSTO O INTERES.,1,2,2,2,2,2,31815,32,1,03,3
21,0517,12A152,02,40152,3,1,0,02,0,0,0,0,7,2,1,2,2,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,1,2, ,2,200,200,100,100,100,3,3,3,2,2,1,2,2,1,2,1,1,1,1,1,2,4, ,1,2,1,2,1,1,22239,19,2,04,3
21,0517,12A152,02,40152,4,1,0,01,0,0,0,0,0,1,1,1,1,1,2,2,1,2,1,2,2,2, ,2,2,2,2,1,1,2,2,2, ,2,2,2,1,2,1,2,2,2, ,2,2,2,2,1,1,2,2,2, ,2,2,2,2,1,1,2,2,2, ,2,400,400,400,400,100,2,2,2,2,3,1,2,1,1,2,1,2,2,2,2,1,1, ,1,2,1,1,1,1,12803,74,2,03,3
21,0517,12A152,02,40152,2,1,0,01,0,0,0,1,0,1,1,1,1,1,2,1,2,2,1,2,2,2, ,2,1,2,2,1,2,1,2,2, ,2,2,2,1,1,2,2,2,2, ,2,2,2,2,1,2,2,2,2, ,2,2,1,2,1,2,2,2,2, ,2,150,200,80,80,70,2,3,3,2,2,1,1,1,1,2,1,2,1,1,2,1,3, ,1,1,1,2,1,1,7526,52,1,04,3
21,0517,11A152,02,40153,4,1,0,02,0,0,0,0,0,1,1,2,1,1,2,2,2,2,2,1,2,2, ,2,2,2,2,2,1,1,2,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,1,2,2, ,2,1,2,2,2,2,1,2,2, ,2,0,0,0,0,50,4,3,4,4,3,2,2,2,2,2,1,2,2,2,2,2,3, ,2,0,0,0,0,0,25551,54,1,02,6
21,0517,11A152,02,40153,3,1,2,01,0,1,0,0,10,1,1,2,1,1,2,2,2,2,2,2,2,2, ,1,1,2,2,1,2,1,1,2, ,2,2,2,2,2,2,2,2,2, ,1,2,2,2,2,2,1,1,2, ,2,1,2,2,2,2,1,1,2, ,2,0,250,0,50,50,4,2,4,3,2,2,2,2,2,2,1,1,2,2,2,1,2, ,1,2,2,2,1,1,18002,26,1,03,3
