upm,viv_sel,hogar,n_ren,pmvi_1,pmvi_2,pmvi_3,pm1_1,pm1_2,pm1_3,pm1_4,pm1_5_1,pm1_5_2,pm1_5_3,pm1_5_4,pm1_6_1,pm1_6_2,pm1_6_3,pm1_6_4,pm1_6_5,pm1_6_6,pm1_6_7,pm1_6_8,pm1_6_9,pm8_1_1,pm8_1_2,pm8_1_3,pm8_1_4,pm8_1_5,pm8_1_6,pm8_1_7,pm8_2,pm8_3,pm8_4_1,pm8_5_1_1,pm8_5_1_4,pm8_5_1_5,pm8_5_1_6,pm8_4_2,pm8_5_2_1,pm8_5_2_4,pm8_5_2_5,pm8_5_2_6,pm8_4_3,pm8_5_3_1,pm8_5_3_4,pm8_5_3_5,pm8_5_3_6,pm8_4_4,pm8_5_4_1,pm8_5_4_4,pm8_5_4_5,pm8_5_4_6,pm8_4_5,pm8_5_5_1,pm8_5_5_4,pm8_5_5_5,pm8_5_5_6,pm8_6_01,pm8_6_02,pm8_6_03,pm8_6_04,pm8_6_05,pm8_6_06,pm8_6_07,pm8_6_08,pm8_6_09,pm8_6_10,pm8_7_1,pm8_7_2,pm8_7_3,pm8_7_4,pm8_7_5,pm8_7_6,pm8_7_7,pm8_7_8,factor_per,upm_dis,est_dis,tloc,estrato,ent,sexo,edad
1902916,1,1,6,,,,3,4,5,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,673,3662,238,1,2,19,2,20
1903011,2,1,2,,,,3,2,7,1,1,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,3,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,679,3665,238,1,2,19,2,31
1903177,1,1,2,1,1,,3,3,5,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1607,3668,240,1,4,19,2,56
1903288,4,1,1,1,2,,3,4,5,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,903,3670,239,1,3,19,1,39
1903694,5,2,1,,,,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,3,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,573,3680,240,1,4,19,2,65
1903795,4,2,1,,,,1,6,6,1,1,2,1,9,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,461,3682,240,1,4,19,2,22
1904174,3,1,1,,,,2,6,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,2,2,3,,2,3,5,3,2,,,,,2,,,,,1,1,2,2,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,873,3691,240,1,4,19,2,63
1904174,3,1,4,,,,2,7,7,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,873,3691,240,1,4,19,1,34
1904516,1,1,1,1,2,,1,1,5,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,3,1,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1222,3698,238,1,2,19,1,28
1904586,3,1,1,,,,2,6,2,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1075,3699,238,1,2,19,1,36
1904750,2,1,1,1,2,,3,5,6,1,2,1,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,3,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10780,3702,238,1,2,19,1,32
1904750,5,1,1,,,,1,2,6,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1408,3702,238,1,2,19,2,47
1904750,5,1,2,,,,3,5,3,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,2,,,2,,,,,1,1,2,2,2,1,1,2,2,2,2,,,,,2,,,,,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1408,3702,238,1,2,19,2,25
1905444,4,1,2,,,,3,5,5,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,3,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3581,3709,239,1,3,19,1,26
1905537,2,1,1,,,,2,5,2,2,2,2,1,2,0,0,0,0,1,0,0,0,0,1,3,2,3,3,3,2,5,4,2,,,,,1,2,2,,1,1,2,2,,1,1,2,2,,1,2,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1855,3710,239,1,3,19,1,29
1905649,5,1,1,,,,1,3,4,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2907,3711,238,1,2,19,2,33
1906898,1,1,1,,,,4,5,5,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,498,3726,238,1,2,19,1,27
1906898,1,1,2,,,,3,6,2,1,1,2,2,1,0,0,0,0,1,0,0,0,0,1,3,2,1,2,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,498,3726,238,1,2,19,2,21
1906898,1,1,3,,,,3,6,4,1,2,1,1,1,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,498,3726,238,1,2,19,2,33
1906898,1,1,4,,,,3,5,4,1,2,2,2,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,8,3,2,2,2,2,2,2,3,498,3726,238,1,2,19,2,20
1906898,3,1,2,,,,2,2,5,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,3,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,580,3726,238,1,2,19,2,30
1907251,5,1,3,,,,2,4,5,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,986,3732,238,1,2,19,1,27
1908051,3,2,1,,,,2,2,4,1,2,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2781,3744,240,1,4,19,2,24
1908051,3,2,2,,,,3,4,6,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,3,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2781,3744,240,1,4,19,2,22
1908135,5,2,1,,,,1,1,3,1,2,2,1,1,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,464,3746,240,1,4,19,2,18
1908499,1,1,2,1,2,,2,5,2,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,3,3,2,2,,,2,,,,,2,,,,,1,2,1,,1,1,2,1,,1,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,486,3756,238,1,2,19,1,27
1908527,4,1,2,1,2,,3,5,3,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1181,3758,239,1,3,19,2,45
1908610,1,1,2,1,2,,3,5,7,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,1889,3760,238,1,2,19,2,27
1908610,2,1,1,,,,1,3,5,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2007,3760,238,1,2,19,1,22
1908610,2,1,2,1,2,,1,4,5,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,3,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1889,3760,238,1,2,19,1,23
1909071,5,1,1,1,2,,4,6,4,1,2,2,1,1,0,0,0,0,1,0,0,0,0,2,1,2,3,,2,1,5,6,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,920,3770,240,1,4,19,1,61
1909721,1,1,1,1,1,,3,3,6,1,2,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2247,3782,240,1,4,19,1,28
1909721,1,1,2,1,2,,3,3,5,2,1,2,1,2,0,0,0,0,0,1,0,0,0,1,3,2,1,3,1,3,5,3,1,1,2,1,2,1,1,2,1,2,2,,,,,2,,,,,2,,,,,2,1,1,1,1,2,2,1,2,2,1,2,1,3,2,1,3,2,2247,3782,240,1,4,19,2,29
1909721,1,1,4,1,2,,2,1,2,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2247,3782,240,1,4,19,1,22
1909721,1,1,5,1,2,,1,2,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2247,3782,240,1,4,19,1,19
1910144,12,1,2,1,2,,4,1,5,1,1,2,1,1,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19167,3784,245,2,2,19,1,31
1910144,16,1,1,1,2,,3,6,4,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,1,,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5726,3784,245,2,2,19,2,45
1910144,19,1,2,,,,1,4,6,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3009,3784,245,2,2,19,2,52
1911147,3,1,2,,,,3,6,8,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,1,,2,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,400,3792,241,3,2,19,2,39
2000010,1,1,1,1,2,,3,4,7,1,2,2,1,2,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,1,1,1,2,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,824,3795,248,1,3,20,2,25
2000012,3,2,1,1,1,,2,5,6,1,2,1,2,2,0,0,0,0,1,0,0,0,0,2,2,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1003,3796,248,1,3,20,1,26
2000012,5,1,1,1,1,,3,1,3,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,2,2,3,,3,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,1,2,3,2,2,3,2,3,3,2,389,3796,248,1,3,20,2,82
2000015,4,1,1,1,2,,4,6,4,1,1,2,1,2,0,0,0,0,1,0,0,0,0,1,1,2,3,,3,3,5,5,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,3,2,214,3797,248,1,3,20,2,52
2000062,4,1,1,1,1,,4,1,6,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,2,2,3,2,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,3798,248,1,3,20,2,34
2000062,4,1,2,1,1,,3,4,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,,1,1,5,3,1,1,2,,2,1,1,2,,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,77,3798,248,1,3,20,1,54
2000062,4,1,3,1,1,,3,2,5,1,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,2,2,,,,,2,,,,,2,,,,,1,2,1,,2,2,,,,,2,,,,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,77,3798,248,1,3,20,1,15
2000062,4,1,4,1,1,,2,6,7,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,3798,248,1,3,20,2,14
2000062,4,1,5,1,1,,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,3798,248,1,3,20,1,12
2000062,5,1,2,1,1,,4,5,6,1,2,2,1,1,0,1,0,0,0,0,0,0,0,2,2,2,3,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,77,3798,248,1,3,20,2,41
2000062,5,1,3,,,,3,5,6,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,2,2,2,,3,3,,,2,,,,,1,1,2,2,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,76,3798,248,1,3,20,2,73
2000067,4,1,2,,,,3,5,4,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,300,3800,248,1,3,20,2,61
2000096,2,1,2,,,,3,7,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,3,2,2,,1,1,5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,,,,,2,,,,,2,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,3,2,288,3801,248,1,3,20,2,62
2000096,2,1,3,1,1,,3,5,4,2,2,1,1,1,0,0,0,0,1,0,0,0,0,1,2,2,1,,2,1,5,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,294,3801,248,1,3,20,2,40
2000113,5,1,1,1,2,,4,2,7,1,1,2,1,2,0,0,0,0,1,0,0,0,0,1,1,2,1,,1,1,5,1,2,,,,,1,1,1,,2,1,1,1,,2,2,,,,,2,,,,,2,1,1,1,1,1,1,2,1,2,3,2,1,1,2,1,3,3,186,3802,247,1,2,20,1,70
2000117,2,1,1,1,1,,3,6,2,2,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,204,3803,247,1,2,20,2,69
2000117,3,1,2,,,,3,8,6,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,127,3803,247,1,2,20,2,39
2000117,3,1,3,1,2,,2,3,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,2,2,2,2,,,,,1,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,129,3803,247,1,2,20,2,12
2000117,4,1,2,1,2,,2,5,2,1,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,3,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,204,3803,247,1,2,20,2,56
2000117,4,1,3,1,1,,3,3,2,1,2,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,204,3803,247,1,2,20,1,21
2000128,3,1,1,1,2,,4,2,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,873,3804,247,1,2,20,1,66
2000128,4,1,2,1,1,,3,5,5,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,112,3804,247,1,2,20,2,23
2000141,2,1,1,1,1,,3,5,3,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,78,3805,248,1,3,20,1,65
2000141,2,1,2,1,1,,3,5,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,2,,,2,,,,,2,,,,,1,2,2,1,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,78,3805,248,1,3,20,2,21
2000152,4,1,1,1,2,,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,1,,3,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,69,3806,248,1,3,20,2,86
2000152,5,2,2,1,2,,1,2,7,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,69,3806,248,1,3,20,1,30
2000160,1,1,1,,,,1,2,1,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,2,,,2,,,,,2,,,,,1,2,1,1,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,214,3807,247,1,2,20,2,93
2000160,2,1,1,1,1,,3,4,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,2,2,2,,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1049,3807,247,1,2,20,1,63
2000160,3,1,2,,,,3,5,4,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,1,,2,2,5,4,2,,,,,2,,,,,2,,,,,1,2,2,1,2,2,,,,,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,123,3807,247,1,2,20,2,40
2000160,3,1,4,1,1,,2,4,2,1,2,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,126,3807,247,1,2,20,2,59
2000160,5,1,1,,,,4,7,7,1,2,2,1,2,0,1,0,0,0,0,0,0,0,2,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,123,3807,247,1,2,20,1,37
2000160,5,1,2,,,,3,5,7,1,2,2,2,2,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,123,3807,247,1,2,20,2,34
2000162,2,1,1,,,,3,5,4,2,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,3,,3,1,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,3,2,292,3808,248,1,4,20,2,63
2000162,2,1,2,,,,2,6,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,2,2,3,,2,1,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,292,3808,248,1,4,20,1,40
2000162,2,1,3,1,2,,4,4,6,2,2,1,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,1,1,2,2,2,2,,,,,2,,,,,2,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,3,2,298,3808,248,1,4,20,2,37
2000162,2,1,4,1,2,,3,4,7,1,2,2,1,2,0,0,0,0,1,0,0,0,0,1,2,2,1,2,1,2,5,3,2,,,,,1,2,2,,1,1,2,2,,1,2,,,,,2,,,,,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,298,3808,248,1,4,20,1,34
2000175,2,1,1,,,,2,6,2,1,2,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,1,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,298,3809,248,1,3,20,1,51
2000175,2,1,2,,,,4,6,7,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,3,,,1,2,2,1,2,1,2,2,1,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,298,3809,248,1,3,20,2,47
2000175,2,1,3,1,1,,3,4,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,304,3809,248,1,3,20,1,16
2000175,3,1,1,,,,3,5,7,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,3,3,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,229,3809,248,1,3,20,2,88
2000175,3,1,2,,,,4,2,5,1,2,2,2,2,0,0,0,0,0,1,0,0,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,229,3809,248,1,3,20,2,67
2000175,3,1,3,1,1,,2,1,3,2,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,234,3809,248,1,3,20,2,47
2000175,5,1,1,,,,3,2,3,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,121,3809,248,1,3,20,2,41
2000179,1,1,1,1,2,,2,7,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,276,3810,248,1,3,20,1,30
2000179,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,3810,248,1,3,20,2,64
2000179,1,1,3,1,2,,2,1,4,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,276,3810,248,1,3,20,1,25
2000179,1,1,4,1,2,,3,1,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,276,3810,248,1,3,20,2,22
2000179,2,1,1,,,,3,5,7,1,1,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,71,3810,248,1,3,20,2,42
2000179,2,1,2,1,2,,3,1,2,1,1,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,,,,,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,73,3810,248,1,3,20,2,22
2000179,2,1,4,1,1,,3,3,3,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,73,3810,248,1,3,20,1,22
2000179,4,1,1,1,2,,2,2,5,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,717,3810,248,1,3,20,1,25
