upm,viv_sel,hogar,n_ren,pmvi_1,pmvi_2,pmvi_3,pm1_1,pm1_2,pm1_3,pm1_4,pm1_5_1,pm1_5_2,pm1_5_3,pm1_5_4,pm1_6_1,pm1_6_2,pm1_6_3,pm1_6_4,pm1_6_5,pm1_6_6,pm1_6_7,pm1_6_8,pm1_6_9,pm8_1_1,pm8_1_2,pm8_1_3,pm8_1_4,pm8_1_5,pm8_1_6,pm8_1_7,pm8_2,pm8_3,pm8_4_1,pm8_5_1_1,pm8_5_1_4,pm8_5_1_5,pm8_5_1_6,pm8_4_2,pm8_5_2_1,pm8_5_2_4,pm8_5_2_5,pm8_5_2_6,pm8_4_3,pm8_5_3_1,pm8_5_3_4,pm8_5_3_5,pm8_5_3_6,pm8_4_4,pm8_5_4_1,pm8_5_4_4,pm8_5_4_5,pm8_5_4_6,pm8_4_5,pm8_5_5_1,pm8_5_5_4,pm8_5_5_5,pm8_5_5_6,pm8_6_01,pm8_6_02,pm8_6_03,pm8_6_04,pm8_6_05,pm8_6_06,pm8_6_07,pm8_6_08,pm8_6_09,pm8_6_10,pm8_7_1,pm8_7_2,pm8_7_3,pm8_7_4,pm8_7_5,pm8_7_6,pm8_7_7,pm8_7_8,factor_per,upm_dis,est_dis,tloc,estrato,ent,sexo,edad
300065,5,1,2,,,,3,2,4,9,1,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,3,2,,,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,68,380,22,1,2,3,2,54
300066,2,1,1,,,,3,3,6,2,1,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,98,381,22,1,2,3,1,37
300067,2,1,2,1,1,,3,5,4,2,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,57,382,22,1,2,3,2,34
300076,4,1,1,,,,3,2,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,1,,2,3,1,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,385,23,1,3,3,1,77
300076,4,1,2,1,2,,3,2,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,92,385,23,1,3,3,2,76
300091,5,1,1,1,2,,4,5,4,1,2,2,1,2,0,0,0,0,1,0,0,0,0,1,2,2,1,,1,1,5,3,2,,,,,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,,,,,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,3,2,39,391,22,1,2,3,2,54
300162,4,1,3,1,2,,2,6,7,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,176,406,23,1,3,3,2,40
300165,4,1,2,,,,3,5,6,2,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,96,407,23,1,3,3,1,66
300204,3,1,2,1,1,,3,6,4,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,3,2,2,2,2,3,5,6,2,,,,,1,1,2,,2,1,1,1,,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,502,417,22,1,2,3,1,28
300204,3,1,3,1,2,,3,6,5,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,,3,3,,,2,,,,,1,2,1,9,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,3,2,2,3,2,1,3,2,502,417,22,1,2,3,2,56
300227,2,1,1,1,2,,3,5,7,1,2,1,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,77,420,23,1,3,3,2,66
300266,4,1,2,1,2,,1,5,7,1,2,2,1,2,0,0,0,0,0,0,0,0,1,2,3,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,58,425,23,1,3,3,2,41
300266,4,1,3,1,2,,2,5,4,1,2,2,2,2,0,1,0,0,1,0,0,0,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,58,425,23,1,3,3,2,42
300277,3,1,1,,,,3,5,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,430,22,1,2,3,2,38
300277,3,1,2,1,2,,1,5,6,1,2,2,1,2,0,0,0,0,0,0,0,1,0,3,3,2,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,430,22,1,2,3,1,12
300286,5,1,2,,,,3,5,7,1,2,2,1,1,0,0,0,0,1,0,0,0,0,2,3,2,3,,3,3,,,8,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,245,432,23,1,3,3,2,42
300286,5,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,432,23,1,3,3,1,90
300301,4,1,2,,,,4,5,7,2,2,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,2,,1,2,5,4,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,435,22,1,2,3,2,40
300312,2,1,2,1,2,,3,4,7,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,1,2,3,,3,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54,437,22,1,2,3,2,43
300313,1,1,1,,,,3,3,5,1,2,2,2,1,0,0,0,0,1,0,0,0,0,1,1,3,1,,3,1,2,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,,,,,2,,,,,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,3,2,46,438,23,1,3,3,2,55
300313,1,1,2,1,1,,4,5,6,1,1,1,1,2,0,0,0,0,1,0,0,0,0,2,3,2,3,2,2,1,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,47,438,23,1,3,3,1,34
300313,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,438,23,1,3,3,2,86
300326,4,1,1,1,2,,3,5,6,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,371,440,23,1,3,3,1,30
300328,3,1,2,,,,2,6,5,1,2,1,1,2,1,0,0,0,0,0,0,0,0,2,2,2,1,,2,3,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,3,2,168,442,23,1,3,3,2,60
300375,3,1,1,1,2,,3,7,2,1,2,1,1,2,0,0,0,0,1,0,0,0,0,1,3,2,1,,2,3,5,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,221,450,22,1,2,3,1,65
300394,5,1,1,1,2,,4,5,6,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,3,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,456,22,1,2,3,1,48
300420,3,1,1,,,,1,2,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,1,3,5,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,61,458,22,1,2,3,1,43
300420,3,1,3,,,,1,1,5,2,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,61,458,22,1,2,3,2,70
300490,3,1,1,1,2,,4,6,4,1,2,2,2,1,0,0,0,0,1,1,0,0,0,1,2,2,2,,1,2,1,,2,,,,,1,1,1,,1,2,,,,,2,,,,,2,,,,,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,95,471,23,1,3,3,1,61
300492,2,1,1,1,2,,4,6,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,94,473,24,1,4,3,2,50
300509,3,1,1,1,1,,1,6,1,1,2,1,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64,476,22,1,2,3,1,42
300509,5,1,1,1,1,,3,2,4,1,1,1,1,2,0,0,0,0,0,0,0,1,0,3,2,2,1,,3,3,5,4,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,64,476,22,1,2,3,1,75
300509,5,1,2,1,1,,2,4,1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,64,476,22,1,2,3,2,72
300599,4,1,2,1,2,,3,2,2,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,61,493,24,1,4,3,2,27
300602,5,1,1,,,,3,4,6,1,2,2,2,2,0,0,0,0,0,1,0,0,0,2,2,2,3,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,1,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,123,494,24,1,4,3,1,55
300618,1,1,1,,,,4,5,5,2,1,2,1,2,0,0,0,0,0,1,0,0,0,2,2,2,3,2,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,125,500,24,1,4,3,1,27
300687,3,1,1,1,2,,1,6,4,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,36,507,23,1,3,3,2,44
300753,20,1,2,1,2,,4,7,7,1,2,1,1,1,0,0,0,0,1,0,0,0,0,2,2,2,2,,3,3,,,1,2,2,2,2,1,2,1,2,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,1407,514,26,2,2,3,2,61
300923,2,1,2,1,2,,2,3,7,1,1,1,1,2,0,0,0,0,0,1,0,0,0,2,2,2,1,2,3,3,5,4,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,300,515,26,2,1,3,2,27
300923,7,1,2,,,,3,1,3,1,1,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,3,3,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,294,515,26,2,1,3,2,29
300923,7,1,3,,,,2,3,7,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,294,515,26,2,1,3,1,27
300923,7,1,4,,,,3,2,5,2,2,2,1,1,0,0,0,0,1,0,0,0,0,2,2,2,3,2,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,294,515,26,2,1,3,2,30
300923,7,1,5,,,,3,3,5,1,2,2,1,2,0,0,0,0,1,0,0,0,0,1,3,2,3,2,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,294,515,26,2,1,3,2,33
300923,19,1,1,,,,2,2,5,2,2,2,1,2,0,0,0,0,0,1,0,0,0,2,3,2,2,3,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,770,515,26,2,1,3,1,32
300923,19,1,2,,,,2,2,8,1,2,2,1,1,0,0,0,0,0,1,0,0,0,2,3,2,3,3,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,770,515,26,2,1,3,1,30
300990,1,1,1,1,2,,1,4,2,2,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,230,516,26,2,2,3,1,60
300990,2,1,1,1,2,,2,7,1,1,2,2,1,2,0,0,0,0,0,1,0,0,0,2,2,2,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,230,516,26,2,2,3,2,76
301017,8,1,2,1,2,,4,4,7,1,2,2,1,1,0,0,0,0,0,1,0,0,0,2,2,2,1,,2,3,5,2,2,,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,,,,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,589,517,27,2,4,3,2,60
301072,8,1,1,1,2,,2,2,2,1,1,2,1,2,0,0,0,0,1,0,0,0,0,3,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,309,518,26,2,2,3,1,41
301072,14,1,1,,,,1,6,2,1,1,9,1,1,0,0,0,0,0,0,0,1,0,2,3,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1056,518,26,2,2,3,1,28
301072,14,1,2,,,,3,5,5,1,2,2,1,1,0,0,0,0,0,0,0,1,0,2,3,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1056,518,26,2,2,3,1,22
301072,19,1,1,,,,1,7,1,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1056,518,26,2,2,3,1,50
301072,19,1,3,1,1,,1,1,2,1,1,1,1,2,0,0,0,0,1,0,0,0,0,2,1,2,3,1,2,3,5,4,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1080,518,26,2,2,3,1,29
301072,19,1,4,1,1,,4,5,4,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,3,2,1,2,2,2,5,3,2,,,,,1,1,2,1,2,1,1,2,1,2,2,,,,,2,,,,,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1080,518,26,2,2,3,2,27
301072,19,1,5,1,2,,1,5,7,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1080,518,26,2,2,3,2,16
301205,10,1,2,1,2,,2,4,2,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,1,1,1,2,5,2,2,,,,,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,,,,,2,1,2,1,1,2,2,2,2,2,3,2,2,2,2,1,3,2,1133,519,29,3,3,3,2,30
301217,14,1,1,1,2,,3,2,5,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,3,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,176,520,28,3,2,3,1,80
301376,3,1,1,,,,3,7,6,1,2,2,1,2,0,0,0,0,1,0,0,0,0,2,1,2,3,2,1,1,5,4,2,,,,,2,,,,,2,,,,,1,2,2,,1,2,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,126,521,29,3,3,3,1,32
301376,3,1,2,,,,3,4,7,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,3,2,2,2,3,3,,,2,,,,,1,9,9,9,9,1,1,2,2,2,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,2,126,521,29,3,3,3,2,28
301376,3,1,3,,,,3,7,7,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,3,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,126,521,29,3,3,3,2,46
301376,15,1,2,1,2,,2,5,1,1,2,2,1,2,0,0,0,0,1,0,0,0,0,1,2,2,2,,2,2,5,4,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,394,521,29,3,3,3,2,64
301376,16,1,2,,,,3,5,5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,3,2,2,1,,1,2,5,1,2,,,,,1,2,2,1,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,385,521,29,3,3,3,2,52
301381,2,1,1,,,,4,3,4,2,2,2,1,9,0,0,0,0,0,0,0,1,0,3,3,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2578,522,28,3,2,3,1,30
301381,4,1,2,1,2,,2,7,1,2,2,2,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,2,3,3,,,2,,,,,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,427,522,28,3,2,3,2,26
301381,20,1,1,1,1,,2,6,2,2,1,2,1,1,0,0,0,0,0,0,0,1,0,1,1,2,3,2,2,2,5,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,3,2,2637,522,28,3,2,3,1,33
400025,1,1,1,1,2,,9,8,8,9,9,9,9,9,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,102,526,30,1,2,4,1,68
400025,1,1,2,1,2,,1,2,5,1,9,2,1,2,0,0,0,0,1,0,0,0,0,2,2,2,3,,3,3,,,2,,,,,2,,,,,2,,,,,1,2,2,2,1,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,102,526,30,1,2,4,2,62
400025,1,1,3,1,2,,2,4,4,1,2,2,9,2,0,0,0,0,1,0,0,0,0,2,1,2,3,2,2,2,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,102,526,30,1,2,4,2,34
400025,4,1,2,1,2,,2,2,7,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,2,1,,3,3,5,4,2,,,,,1,2,2,1,2,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,313,526,30,1,2,4,2,41
400025,4,1,3,1,2,,4,5,6,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,1,2,2,1,2,2,,,,,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,313,526,30,1,2,4,2,23
400025,4,1,4,1,2,,3,5,6,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,313,526,30,1,2,4,1,21
400025,4,1,7,,,,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,310,526,30,1,2,4,1,76
400025,4,1,8,,,,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,2,2,,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,310,526,30,1,2,4,1,79
400025,4,1,9,1,2,,2,5,6,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2,3,2,3,2,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,313,526,30,1,2,4,1,27
400025,4,1,10,1,2,,3,2,4,1,2,2,1,1,0,0,0,0,0,1,0,0,0,2,2,2,3,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,313,526,30,1,2,4,1,47
400033,1,1,1,,,,3,1,7,1,2,1,1,2,0,0,0,0,0,0,0,1,0,2,3,3,2,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,110,527,30,1,2,4,1,83
400033,2,1,1,1,2,,3,2,6,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,2,2,2,,2,3,5,3,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,527,30,1,2,4,2,41
400033,2,1,2,,,,2,4,2,1,2,2,1,2,0,0,0,0,0,0,0,0,1,1,1,2,3,,2,1,5,6,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,89,527,30,1,2,4,1,44
400033,3,1,1,1,2,,2,3,7,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,3,2,3,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,567,527,30,1,2,4,2,56
400033,5,1,1,1,2,,2,7,7,1,2,9,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,111,527,30,1,2,4,1,79
400033,5,1,2,,,,2,4,5,1,1,2,1,2,0,0,0,0,0,1,0,0,0,2,3,2,3,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,110,527,30,1,2,4,2,57
400048,5,1,1,1,2,,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,3,,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,103,528,31,1,3,4,1,64
400048,5,1,2,1,2,,4,4,1,2,1,1,1,2,0,0,0,0,0,0,0,1,0,2,3,2,2,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,103,528,31,1,3,4,2,70
400059,2,1,1,1,1,,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,3,3,3,2,,,2,,,,,1,1,2,,2,1,1,2,,2,2,,,,,2,,,,,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,49,529,31,1,3,4,1,32
400059,4,1,2,1,2,,3,5,5,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,442,529,31,1,3,4,2,52
400059,5,1,2,1,2,,3,2,7,1,2,2,1,2,0,0,0,0,0,0,0,1,0,2,3,2,3,,3,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,151,529,31,1,3,4,2,86
400071,2,1,1,1,2,,4,7,7,1,2,2,1,1,0,0,0,0,0,0,0,1,0,1,2,2,3,3,2,2,5,6,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,85,530,32,1,4,4,1,33
400076,2,1,5,,,,3,2,2,1,1,2,2,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,608,531,30,1,2,4,1,21
400076,4,1,1,1,2,,2,8,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,3,3,3,,3,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,104,531,30,1,2,4,1,80
400110,1,1,1,1,2,,3,3,6,2,1,2,1,1,0,0,0,0,0,0,0,1,0,2,2,2,3,,2,3,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,54,532,30,1,2,4,1,68
400114,3,1,1,,,,1,1,3,1,1,2,1,1,0,0,0,0,0,0,1,0,0,2,2,2,3,3,2,2,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,802,533,30,1,2,4,1,32
